Name,Country,URL
arablocal.com | 520: Web server is returning an unknown error,Oman,https://oman.arablocal.com/business/view/ethiopian-airlines
arablocal.com | 520: Web server is returning an unknown error,Oman,https://oman.arablocal.com/business/view/air-india
arablocal.com | 520: Web server is returning an unknown error,Oman,https://oman.arablocal.com/business/view/national-travel-and-tourism
